,timestamp,HR,co2,noise,humidity,stress,sleepscore,fatigue,mood,activityintensity,foodintake,food,activitytype,company,location,Filter A,Filter B
0,2025-09-01T08:00:00,146,897,57,51,6,2,4,6,2,2,cracker,walk,colleagues,park,,
1,2025-09-01T10:00:00,145,1699,37,46,3,5,2,2,4,2,yoghurt,yoga,friends,home,Yes,Yes
2,2025-09-01T12:00:00,65,506,66,60,7,1,1,3,6,5,cracker,tennis,partner,park,,
3,2025-09-01T14:00:00,68,588,62,59,5,5,3,1,2,4,fruit,tennis,relatives,park,,
4,2025-09-01T16:00:00,135,1603,59,57,4,3,6,4,5,7,fruit,swim,friends,park,,
5,2025-09-01T18:00:00,126,1158,66,51,4,2,7,5,3,7,yoghurt,yoga,friends,office,,
6,2025-09-01T20:00:00,120,1086,61,62,5,6,5,6,4,7,cracker,tennis,relatives,home,,
7,2025-09-01T22:00:00,88,1403,62,39,5,2,1,2,2,2,oatmeal,bike,relatives,home,,
8,2025-09-02T00:00:00,115,758,44,61,3,4,3,6,7,4,cracker,bike,relatives,cafe,,
9,2025-09-02T02:00:00,115,1522,69,39,2,6,2,3,3,3,yoghurt,tennis,relatives,home,,
10,2025-09-02T04:00:00,112,984,68,37,4,2,7,4,5,5,cracker,tennis,friends,cafe,,
11,2025-09-02T06:00:00,74,689,36,39,7,2,5,2,4,5,cracker,yoga,partner,cafe,,
12,2025-09-02T08:00:00,99,828,60,58,5,6,6,3,1,6,cracker,walk,friends,home,,
13,2025-09-02T10:00:00,95,1270,59,54,1,4,5,1,4,5,yoghurt,yoga,friends,office,,
14,2025-09-02T12:00:00,125,437,48,51,6,5,7,2,2,3,yoghurt,yoga,relatives,park,,
15,2025-09-02T14:00:00,150,1774,51,38,5,1,6,6,1,4,cracker,walk,colleagues,office,,
16,2025-09-02T16:00:00,145,1337,50,51,6,3,7,3,1,4,yoghurt,tennis,friends,home,,
