,timestamp,HR,co2,noise,humidity,stress,sleepscore,fatigue,mood,activityintensity,foodintake,food,activitytype,company,location,Filter A,Filter B
0,2025-09-01T10:00:00,105,848,62,36,2,6,7,7,4,6,yoghurt,swim,relatives,cafe,,
1,2025-09-01T11:00:00,123,1225,34,51,7,4,4,0,6,5,milk,walk,relatives,home,,
2,2025-09-01T12:00:00,118,1494,64,46,3,5,3,7,5,2,oatmeal,bike,friends,cafe,,
3,2025-09-01T13:00:00,110,1527,48,34,5,4,6,0,4,3,oatmeal,walk,partner,park,,
4,2025-09-01T14:00:00,134,582,51,43,3,6,1,7,6,4,milk,walk,partner,cafe,,
5,2025-09-01T15:00:00,136,774,46,67,2,6,2,0,5,5,fruit,swim,partner,cafe,,
6,2025-09-01T16:00:00,87,1595,43,49,2,1,5,7,6,3,cracker,bike,partner,cafe,,
7,2025-09-01T17:00:00,139,1170,53,52,5,7,1,3,7,4,oatmeal,walk,relatives,office,Yes,Yes
8,2025-09-01T18:00:00,83,1693,32,58,2,6,2,4,5,5,fruit,tennis,friends,cafe,Yes,Yes
9,2025-09-01T19:00:00,140,674,57,46,3,4,3,2,3,7,oatmeal,bike,friends,home,Yes,Yes
10,2025-09-01T20:00:00,147,1516,41,61,3,7,5,7,2,5,oatmeal,walk,friends,park,,
11,2025-09-01T21:00:00,65,1542,60,48,7,3,6,3,7,3,oatmeal,yoga,colleagues,home,Yes,Yes
12,2025-09-01T22:00:00,131,1698,55,62,5,1,6,4,1,2,milk,tennis,colleagues,park,Yes,Yes
13,2025-09-01T23:00:00,142,624,38,62,7,3,7,4,3,1,cracker,tennis,partner,office,Yes,Yes
14,2025-09-02T00:00:00,118,1352,36,51,1,4,5,7,2,2,cracker,yoga,relatives,office,,
